Patient Subset,Feature Subset,Engaged,Seed,Summarized,Vectorizer,RandomForest_accuracy,RandomForest_roc_auc,RandomForest_sensitivity,RandomForest_specificity,AdaBoost_accuracy,AdaBoost_roc_auc,AdaBoost_sensitivity,AdaBoost_specificity,XGBoost_accuracy,XGBoost_roc_auc,XGBoost_sensitivity,XGBoost_specificity,Run ID
1,2,1,5,0,2,0.907,0.6903,0.125,0.9744,0.907,0.6781,0.125,0.9936,0.8953,0.5976,0.0625,0.9615,142
1,2,1,5,1,1,0.907,0.6903,0.125,0.9744,0.907,0.6781,0.125,0.9936,0.8953,0.5976,0.0625,0.9615,143
1,2,1,5,1,2,0.907,0.6903,0.125,0.9744,0.907,0.6781,0.125,0.9936,0.8953,0.5976,0.0625,0.9615,144
1,2,1,6,0,1,0.8256,0.6972,0.0,0.9859,0.8256,0.6642,0.0667,0.9789,0.8198,0.6582,0.0,0.9718,145
1,2,1,6,0,2,0.8256,0.6972,0.0,0.9859,0.8256,0.6642,0.0667,0.9789,0.8198,0.6582,0.0,0.9718,146
1,2,1,6,1,1,0.8256,0.6972,0.0,0.9859,0.8256,0.6642,0.0667,0.9789,0.8198,0.6582,0.0,0.9718,147
1,2,1,6,1,2,0.8256,0.6972,0.0,0.9859,0.8256,0.6642,0.0667,0.9789,0.8198,0.6582,0.0,0.9718,148
1,2,1,7,0,1,0.8953,0.6494,0.0556,0.9935,0.8953,0.7155,0.0556,0.9805,0.8953,0.6977,0.0556,0.974,149
1,2,1,7,0,2,0.8953,0.6494,0.0556,0.9935,0.8953,0.7155,0.0556,0.9805,0.8953,0.6977,0.0556,0.974,150
1,2,1,7,1,1,0.8953,0.6494,0.0556,0.9935,0.8953,0.7155,0.0556,0.9805,0.8953,0.6977,0.0556,0.974,151
1,2,1,7,1,2,0.8953,0.6494,0.0556,0.9935,0.8953,0.7155,0.0556,0.9805,0.8953,0.6977,0.0556,0.974,152
1,2,1,8,0,1,0.814,0.6429,0.0,1.0,0.814,0.6405,0.0312,0.9786,0.814,0.6575,0.0312,0.9571,153
1,2,1,8,0,2,0.814,0.6429,0.0,1.0,0.814,0.6405,0.0312,0.9786,0.814,0.6575,0.0312,0.9571,154
1,2,1,8,1,1,0.814,0.6429,0.0,1.0,0.814,0.6405,0.0312,0.9786,0.814,0.6575,0.0312,0.9571,155
1,2,1,8,1,2,0.814,0.6429,0.0,1.0,0.814,0.6405,0.0312,0.9786,0.814,0.6575,0.0312,0.9571,156
1,2,1,9,0,1,0.8547,0.692,0.08,0.9796,0.8547,0.6849,0.04,0.9728,0.8372,0.6063,0.04,0.9524,157
1,2,1,9,0,2,0.8547,0.692,0.08,0.9796,0.8547,0.6849,0.04,0.9728,0.8372,0.6063,0.04,0.9524,158
1,2,1,9,1,1,0.8547,0.692,0.08,0.9796,0.8547,0.6849,0.04,0.9728,0.8372,0.6063,0.04,0.9524,159
1,2,1,9,1,2,0.8547,0.692,0.08,0.9796,0.8547,0.6849,0.04,0.9728,0.8372,0.6063,0.04,0.9524,160
1,2,1,10,0,1,0.8256,0.7223,0.0,0.9789,0.8256,0.7185,0.0,1.0,0.8256,0.6804,0.1,0.9789,161
1,2,1,10,0,2,0.8256,0.7223,0.0,0.9789,0.8256,0.7185,0.0,1.0,0.8256,0.6804,0.1,0.9789,162
1,2,1,10,1,1,0.8256,0.7223,0.0,0.9789,0.8256,0.7185,0.0,1.0,0.8256,0.6804,0.1,0.9789,163
1,2,1,10,1,2,0.8256,0.7223,0.0,0.9789,0.8256,0.7185,0.0,1.0,0.8256,0.6804,0.1,0.9789,164
1,2,1,11,0,1,0.8314,0.639,0.0345,0.993,0.8314,0.5959,0.1034,0.986,0.8314,0.5989,0.069,0.979,165
1,2,1,11,0,2,0.8314,0.639,0.0345,0.993,0.8314,0.5959,0.1034,0.986,0.8314,0.5989,0.069,0.979,166
1,2,1,11,1,1,0.8314,0.639,0.0345,0.993,0.8314,0.5959,0.1034,0.986,0.8314,0.5989,0.069,0.979,167
1,2,1,11,1,2,0.8314,0.639,0.0345,0.993,0.8314,0.5959,0.1034,0.986,0.8314,0.5989,0.069,0.979,168
1,2,1,12,0,1,0.8895,0.6316,0.1053,0.9804,0.8895,0.597,0.2105,0.9673,0.8953,0.5686,0.2105,0.9477,169
1,2,1,12,0,2,0.8895,0.6316,0.1053,0.9804,0.8895,0.597,0.2105,0.9673,0.8953,0.5686,0.2105,0.9477,170
1,2,1,12,1,1,0.8895,0.6316,0.1053,0.9804,0.8895,0.597,0.2105,0.9673,0.8953,0.5686,0.2105,0.9477,171
1,2,1,12,1,2,0.8895,0.6316,0.1053,0.9804,0.8895,0.597,0.2105,0.9673,0.8953,0.5686,0.2105,0.9477,172
1,2,1,13,0,1,0.8547,0.6631,0.0,1.0,0.8547,0.6273,0.12,0.9932,0.8547,0.606,0.12,0.9728,173
1,2,1,13,0,2,0.8547,0.6631,0.0,1.0,0.8547,0.6273,0.12,0.9932,0.8547,0.606,0.12,0.9728,174
1,2,1,13,1,1,0.8547,0.6631,0.0,1.0,0.8547,0.6273,0.12,0.9932,0.8547,0.606,0.12,0.9728,175
1,2,1,13,1,2,0.8547,0.6631,0.0,1.0,0.8547,0.6273,0.12,0.9932,0.8547,0.606,0.12,0.9728,176
1,2,1,14,0,1,0.8605,0.7632,0.0,0.9865,0.8605,0.6757,0.0833,0.9865,0.8605,0.7296,0.125,0.973,177
1,2,1,14,0,2,0.8605,0.7632,0.0,0.9865,0.8605,0.6757,0.0833,0.9865,0.8605,0.7296,0.125,0.973,178
1,2,1,14,1,1,0.8605,0.7632,0.0,0.9865,0.8605,0.6757,0.0833,0.9865,0.8605,0.7296,0.125,0.973,179
1,2,1,14,1,2,0.8605,0.7632,0.0,0.9865,0.8605,0.6757,0.0833,0.9865,0.8605,0.7296,0.125,0.973,180
1,2,1,15,0,1,0.8488,0.7524,0.0769,0.9863,0.8488,0.7425,0.0385,0.9863,0.843,0.6847,0.0769,0.9795,181
1,2,1,15,0,2,0.8488,0.7524,0.0769,0.9863,0.8488,0.7425,0.0385,0.9863,0.843,0.6847,0.0769,0.9795,182
1,2,1,15,1,1,0.8488,0.7524,0.0769,0.9863,0.8488,0.7425,0.0385,0.9863,0.843,0.6847,0.0769,0.9795,183
1,2,1,15,1,2,0.8488,0.7524,0.0769,0.9863,0.8488,0.7425,0.0385,0.9863,0.843,0.6847,0.0769,0.9795,184
1,2,1,16,0,1,0.8488,0.5933,0.0385,0.9589,0.8488,0.5555,0.0385,0.9589,0.8372,0.5665,0.0769,0.9658,185
1,2,1,16,0,2,0.8488,0.5933,0.0385,0.9589,0.8488,0.5555,0.0385,0.9589,0.8372,0.5665,0.0769,0.9658,186
1,2,1,16,1,1,0.8488,0.5933,0.0385,0.9589,0.8488,0.5555,0.0385,0.9589,0.8372,0.5665,0.0769,0.9658,187
1,2,1,16,1,2,0.8488,0.5933,0.0385,0.9589,0.8488,0.5555,0.0385,0.9589,0.8372,0.5665,0.0769,0.9658,188
1,2,1,17,0,1,0.8721,0.6655,0.0455,0.9667,0.8721,0.643,0.0,0.98,0.8605,0.5698,0.0909,0.94,189
1,2,1,17,0,2,0.8721,0.6655,0.0455,0.9667,0.8721,0.643,0.0,0.98,0.8605,0.5698,0.0909,0.94,190
1,2,1,17,1,1,0.8721,0.6655,0.0455,0.9667,0.8721,0.643,0.0,0.98,0.8605,0.5698,0.0909,0.94,191
1,2,1,17,1,2,0.8721,0.6655,0.0455,0.9667,0.8721,0.643,0.0,0.98,0.8605,0.5698,0.0909,0.94,192
1,2,1,18,0,1,0.8605,0.7908,0.0833,0.973,0.8605,0.7576,0.0417,0.973,0.8605,0.6371,0.1667,0.9595,193
1,2,1,18,0,2,0.8605,0.7908,0.0833,0.973,0.8605,0.7576,0.0417,0.973,0.8605,0.6371,0.1667,0.9595,194
1,2,1,18,1,1,0.8605,0.7908,0.0833,0.973,0.8605,0.7576,0.0417,0.973,0.8605,0.6371,0.1667,0.9595,195
1,2,1,18,1,2,0.8605,0.7908,0.0833,0.973,0.8605,0.7576,0.0417,0.973,0.8605,0.6371,0.1667,0.9595,196
1,2,1,19,0,1,0.8605,0.7466,0.0417,0.9932,0.8605,0.6441,0.0417,0.9932,0.8547,0.674,0.125,0.9595,197
1,2,1,19,0,2,0.8605,0.7466,0.0417,0.9932,0.8605,0.6441,0.0417,0.9932,0.8547,0.674,0.125,0.9595,198
1,2,1,19,1,1,0.8605,0.7466,0.0417,0.9932,0.8605,0.6441,0.0417,0.9932,0.8547,0.674,0.125,0.9595,199
1,2,1,19,1,2,0.8605,0.7466,0.0417,0.9932,0.8605,0.6441,0.0417,0.9932,0.8547,0.674,0.125,0.9595,200
1,2,1,20,0,1,0.8721,0.6248,0.0,0.98,0.8721,0.6058,0.0,0.96,0.8663,0.5594,0.0455,0.9733,201
1,2,1,20,0,2,0.8721,0.6248,0.0,0.98,0.8721,0.6058,0.0,0.96,0.8663,0.5594,0.0455,0.9733,202
1,2,1,20,1,1,0.8721,0.6248,0.0,0.98,0.8721,0.6058,0.0,0.96,0.8663,0.5594,0.0455,0.9733,203
1,2,1,20,1,2,0.8721,0.6248,0.0,0.98,0.8721,0.6058,0.0,0.96,0.8663,0.5594,0.0455,0.9733,204
1,2,1,21,0,1,0.843,0.6319,0.037,0.9655,0.843,0.6585,0.1111,0.9931,0.8372,0.6356,0.1111,0.9448,205
1,2,1,21,0,2,0.843,0.6319,0.037,0.9655,0.843,0.6585,0.1111,0.9931,0.8372,0.6356,0.1111,0.9448,206
1,2,1,21,1,1,0.843,0.6319,0.037,0.9655,0.843,0.6585,0.1111,0.9931,0.8372,0.6356,0.1111,0.9448,207
1,2,1,21,1,2,0.843,0.6319,0.037,0.9655,0.843,0.6585,0.1111,0.9931,0.8372,0.6356,0.1111,0.9448,208
1,2,1,22,0,1,0.8372,0.7133,0.0357,0.9861,0.8372,0.7051,0.0357,0.9931,0.8256,0.7186,0.2143,0.9583,209
1,2,1,22,0,2,0.8372,0.7133,0.0357,0.9861,0.8372,0.7051,0.0357,0.9931,0.8256,0.7186,0.2143,0.9583,210
1,2,1,22,1,1,0.8372,0.7133,0.0357,0.9861,0.8372,0.7051,0.0357,0.9931,0.8256,0.7186,0.2143,0.9583,211
1,2,1,22,1,2,0.8372,0.7133,0.0357,0.9861,0.8372,0.7051,0.0357,0.9931,0.8256,0.7186,0.2143,0.9583,212
1,2,1,23,0,1,0.8547,0.7559,0.0,1.0,0.8547,0.6732,0.0,1.0,0.8488,0.6603,0.04,0.9864,213
1,2,1,23,0,2,0.8547,0.7559,0.0,1.0,0.8547,0.6732,0.0,1.0,0.8488,0.6603,0.04,0.9864,214
1,2,1,23,1,1,0.8547,0.7559,0.0,1.0,0.8547,0.6732,0.0,1.0,0.8488,0.6603,0.04,0.9864,215
1,2,1,23,1,2,0.8547,0.7559,0.0,1.0,0.8547,0.6732,0.0,1.0,0.8488,0.6603,0.04,0.9864,216
1,2,1,24,0,1,0.8314,0.7572,0.0,1.0,0.8314,0.7434,0.0,1.0,0.8314,0.705,0.0,0.986,217
1,2,1,24,0,2,0.8314,0.7572,0.0,1.0,0.8314,0.7434,0.0,1.0,0.8314,0.705,0.0,0.986,218
1,2,1,24,1,1,0.8314,0.7572,0.0,1.0,0.8314,0.7434,0.0,1.0,0.8314,0.705,0.0,0.986,219
1,2,1,24,1,2,0.8314,0.7572,0.0,1.0,0.8314,0.7434,0.0,1.0,0.8314,0.705,0.0,0.986,220
1,2,1,25,0,1,0.8023,0.6345,0.0,0.9928,0.8023,0.6238,0.0588,0.9783,0.7965,0.6106,0.0294,0.9783,221
1,2,1,25,0,2,0.8023,0.6345,0.0,0.9928,0.8023,0.6238,0.0588,0.9783,0.7965,0.6106,0.0294,0.9783,222
1,2,1,25,1,1,0.8023,0.6345,0.0,0.9928,0.8023,0.6238,0.0588,0.9783,0.7965,0.6106,0.0294,0.9783,223
1,2,1,25,1,2,0.8023,0.6345,0.0,0.9928,0.8023,0.6238,0.0588,0.9783,0.7965,0.6106,0.0294,0.9783,224
1,2,1,26,0,1,0.8547,0.6982,0.04,0.9796,0.8547,0.7156,0.08,0.9864,0.8547,0.7239,0.16,0.9728,225
1,2,1,26,0,2,0.8547,0.6982,0.04,0.9796,0.8547,0.7156,0.08,0.9864,0.8547,0.7239,0.16,0.9728,226
1,2,1,26,1,1,0.8547,0.6982,0.04,0.9796,0.8547,0.7156,0.08,0.9864,0.8547,0.7239,0.16,0.9728,227
1,2,1,26,1,2,0.8547,0.6982,0.04,0.9796,0.8547,0.7156,0.08,0.9864,0.8547,0.7239,0.16,0.9728,228
1,2,1,27,0,1,0.8547,0.7448,0.0,1.0,0.8547,0.6872,0.0,1.0,0.8488,0.6762,0.04,0.9456,229
1,2,1,27,0,2,0.8547,0.7448,0.0,1.0,0.8547,0.6872,0.0,1.0,0.8488,0.6762,0.04,0.9456,230
1,2,1,27,1,1,0.8547,0.7448,0.0,1.0,0.8547,0.6872,0.0,1.0,0.8488,0.6762,0.04,0.9456,231
1,2,1,27,1,2,0.8547,0.7448,0.0,1.0,0.8547,0.6872,0.0,1.0,0.8488,0.6762,0.04,0.9456,232
1,2,1,28,0,1,0.8081,0.6405,0.0,0.9928,0.8081,0.6557,0.0,0.9928,0.8081,0.638,0.0303,0.9784,233
1,2,1,28,0,2,0.8081,0.6405,0.0,0.9928,0.8081,0.6557,0.0,0.9928,0.8081,0.638,0.0303,0.9784,234
1,2,1,28,1,1,0.8081,0.6405,0.0,0.9928,0.8081,0.6557,0.0,0.9928,0.8081,0.638,0.0303,0.9784,235
1,2,1,28,1,2,0.8081,0.6405,0.0,0.9928,0.8081,0.6557,0.0,0.9928,0.8081,0.638,0.0303,0.9784,236
1,2,1,29,0,1,0.8198,0.6676,0.0323,0.9858,0.8198,0.6547,0.0645,0.9858,0.8198,0.6796,0.0323,0.9858,237
1,2,1,29,0,2,0.8198,0.6676,0.0323,0.9858,0.8198,0.6547,0.0645,0.9858,0.8198,0.6796,0.0323,0.9858,238
1,2,1,29,1,1,0.8198,0.6676,0.0323,0.9858,0.8198,0.6547,0.0645,0.9858,0.8198,0.6796,0.0323,0.9858,239
1,2,1,29,1,2,0.8198,0.6676,0.0323,0.9858,0.8198,0.6547,0.0645,0.9858,0.8198,0.6796,0.0323,0.9858,240
1,3,0,0,0,1,0.6757,0.6704,0.4722,0.7244,0.6757,0.6773,0.0,1.0,0.6757,0.6692,0.5463,0.6667,241
1,3,0,0,0,2,0.6787,0.691,0.537,0.72,0.6757,0.678,0.0,1.0,0.6757,0.6808,0.5648,0.72,242
1,3,0,0,1,1,0.6757,0.6799,0.5093,0.7156,0.6757,0.683,0.0,1.0,0.6727,0.654,0.6019,0.6667,243
1,3,0,0,1,2,0.6787,0.691,0.537,0.72,0.6757,0.678,0.0,1.0,0.6757,0.6808,0.5648,0.72,244
1,3,0,1,0,1,0.7237,0.6977,0.6413,0.6515,0.7237,0.6878,0.6739,0.6556,0.7207,0.6986,0.5978,0.6805,245
1,3,0,1,0,2,0.7237,0.7124,0.6413,0.6598,0.7237,0.6931,0.6848,0.6556,0.7147,0.6865,0.5761,0.6929,246
1,3,0,1,1,1,0.7237,0.691,0.6522,0.6722,0.7237,0.6901,0.0,1.0,0.7177,0.6813,0.6196,0.6639,247
1,3,0,1,1,2,0.7237,0.7124,0.6413,0.6598,0.7237,0.6931,0.6848,0.6556,0.7147,0.6865,0.5761,0.6929,248
1,3,0,2,0,1,0.7267,0.6117,0.4615,0.6281,0.7267,0.6286,0.5165,0.6694,0.7267,0.6434,0.4615,0.6942,249
1,3,0,2,0,2,0.7267,0.6321,0.4835,0.657,0.7267,0.6301,0.5165,0.6529,0.7237,0.6503,0.4835,0.7066,250
1,3,0,2,1,1,0.7267,0.6177,0.4615,0.6446,0.7267,0.6167,0.0,1.0,0.6967,0.6026,0.4725,0.6983,251
1,3,0,2,1,2,0.7267,0.6321,0.4835,0.657,0.7267,0.6301,0.5165,0.6529,0.7237,0.6503,0.4835,0.7066,252
1,3,0,3,0,1,0.7207,0.6552,0.5699,0.6458,0.7207,0.6372,0.5591,0.6833,0.7177,0.657,0.6237,0.6292,253
1,3,0,3,0,2,0.7357,0.6627,0.6022,0.65,0.7207,0.6321,0.6344,0.6042,0.7117,0.6626,0.6344,0.6333,254
1,3,0,3,1,1,0.7207,0.655,0.5699,0.6458,0.7207,0.6213,0.0,1.0,0.7387,0.6687,0.6452,0.6292,255
1,3,0,3,1,2,0.7357,0.6627,0.6022,0.65,0.7207,0.6321,0.6344,0.6042,0.7117,0.6626,0.6344,0.6333,256
1,3,0,4,0,1,0.7147,0.6838,0.6632,0.6134,0.7147,0.6646,0.6211,0.6765,0.7177,0.6959,0.6211,0.6471,257
1,3,0,4,0,2,0.7177,0.6879,0.6632,0.6555,0.7147,0.6682,0.7158,0.542,0.7237,0.6762,0.6,0.6765,258
1,3,0,4,1,1,0.7147,0.6841,0.6632,0.6471,0.7147,0.6042,0.0,1.0,0.7237,0.6763,0.6105,0.6639,259
1,3,0,4,1,2,0.7177,0.6879,0.6632,0.6555,0.7147,0.6682,0.7158,0.542,0.7237,0.6762,0.6,0.6765,260
1,3,0,5,0,1,0.7297,0.6494,0.5556,0.6173,0.7297,0.6239,0.5333,0.6379,0.7147,0.6628,0.5778,0.6749,261
1,3,0,5,0,2,0.7267,0.6563,0.5667,0.642,0.7297,0.6239,0.5333,0.6379,0.7207,0.6437,0.5333,0.6667,262
1,3,0,5,1,1,0.7297,0.6587,0.6,0.6502,0.7297,0.6254,0.5333,0.6461,0.7297,0.656,0.5889,0.6667,263
1,3,0,5,1,2,0.7267,0.6563,0.5667,0.642,0.7297,0.6239,0.5333,0.6379,0.7207,0.6437,0.5333,0.6667,264
1,3,0,6,0,1,0.7177,0.6541,0.6064,0.6402,0.7177,0.6391,0.5745,0.6318,0.7327,0.6605,0.5638,0.6444,265
1,3,0,6,0,2,0.7237,0.6693,0.617,0.6402,0.7177,0.6368,0.5957,0.6276,0.7297,0.6785,0.5,0.6987,266
1,3,0,6,1,1,0.7177,0.6589,0.5851,0.6485,0.7177,0.642,0.5745,0.6402,0.7237,0.6599,0.4787,0.7029,267
1,3,0,6,1,2,0.7237,0.6693,0.617,0.6402,0.7177,0.6368,0.5957,0.6276,0.7297,0.6785,0.5,0.6987,268
1,3,0,7,0,1,0.6757,0.6647,0.6111,0.6,0.6757,0.6268,0.5741,0.6178,0.6877,0.6648,0.537,0.6711,269
1,3,0,7,0,2,0.6787,0.6587,0.6111,0.6578,0.6757,0.6268,0.5741,0.6178,0.6757,0.6411,0.5185,0.6756,270
1,3,0,7,1,1,0.6757,0.6608,0.5833,0.6311,0.6757,0.6181,0.0,1.0,0.6817,0.6466,0.5093,0.6756,271
1,3,0,7,1,2,0.6787,0.6587,0.6111,0.6578,0.6757,0.6268,0.5741,0.6178,0.6757,0.6411,0.5185,0.6756,272
1,3,0,8,0,1,0.7177,0.6663,0.6596,0.6151,0.7177,0.6526,0.6489,0.6276,0.7207,0.6653,0.5745,0.6402,273
1,3,0,8,0,2,0.7177,0.6679,0.6489,0.6109,0.7177,0.6487,0.6489,0.6276,0.7207,0.6526,0.5319,0.6653,274
1,3,0,8,1,1,0.7177,0.6675,0.6596,0.6234,0.7177,0.6533,0.6489,0.6318,0.7207,0.6662,0.5638,0.6444,275
1,3,0,8,1,2,0.7177,0.6679,0.6489,0.6109,0.7177,0.6487,0.6489,0.6276,0.7207,0.6526,0.5319,0.6653,276
1,3,0,9,0,1,0.6787,0.7022,0.5701,0.7389,0.6787,0.6958,0.0,1.0,0.6817,0.7091,0.5047,0.7522,277
1,3,0,9,0,2,0.6787,0.7095,0.5794,0.7611,0.6787,0.6969,0.0,1.0,0.6817,0.7273,0.5047,0.8053,278
1,3,0,9,1,1,0.6787,0.7042,0.5234,0.7522,0.6787,0.7016,0.0,1.0,0.6727,0.7064,0.486,0.8097,279
1,3,0,9,1,2,0.6787,0.7095,0.5794,0.7611,0.6787,0.6969,0.0,1.0,0.6817,0.7273,0.5047,0.8053,280
1,3,0,10,0,1,0.6847,0.6899,0.5429,0.75,0.6847,0.6906,0.1143,0.9518,0.6817,0.6855,0.5524,0.7018,281
1,3,0,10,0,2,0.6847,0.7044,0.5429,0.7368,0.6847,0.6957,0.1143,0.9518,0.6847,0.6979,0.5524,0.7193,282
1,3,0,10,1,1,0.6847,0.6952,0.5238,0.7544,0.6847,0.6947,0.0,1.0,0.6847,0.687,0.5524,0.693,283
1,3,0,10,1,2,0.6847,0.7044,0.5429,0.7368,0.6847,0.6957,0.1143,0.9518,0.6847,0.6979,0.5524,0.7193,284
1,3,0,11,0,1,0.6787,0.6316,0.5047,0.6726,0.6787,0.589,0.5047,0.6283,0.6787,0.6396,0.5327,0.6726,285
1,3,0,11,0,2,0.6817,0.6363,0.5047,0.6903,0.6787,0.5897,0.5327,0.6195,0.6787,0.6213,0.4673,0.6681,286
1,3,0,11,1,1,0.6787,0.6306,0.514,0.6637,0.6787,0.5925,0.5047,0.6327,0.6787,0.6081,0.4673,0.6858,287
1,3,0,11,1,2,0.6817,0.6363,0.5047,0.6903,0.6787,0.5897,0.5327,0.6195,0.6787,0.6213,0.4673,0.6681,288
1,3,0,12,0,1,0.6937,0.7123,0.5294,0.7489,0.6937,0.6902,0.0,1.0,0.6907,0.6963,0.5588,0.7532,289
1,3,0,12,0,2,0.6967,0.7142,0.5686,0.7576,0.6937,0.6953,0.549,0.7359,0.6907,0.7103,0.5588,0.7446,290
1,3,0,12,1,1,0.6937,0.709,0.549,0.7446,0.6937,0.6917,0.0,1.0,0.6907,0.6783,0.5392,0.7316,291
1,3,0,12,1,2,0.6967,0.7142,0.5686,0.7576,0.6937,0.6953,0.549,0.7359,0.6907,0.7103,0.5588,0.7446,292
1,3,0,13,0,1,0.6967,0.6854,0.6139,0.6422,0.6967,0.6584,0.0,1.0,0.6967,0.665,0.6535,0.6509,293
1,3,0,13,0,2,0.6967,0.6769,0.6139,0.6207,0.6967,0.6598,0.6436,0.6379,0.6997,0.6596,0.5644,0.694,294
1,3,0,13,1,1,0.6967,0.6844,0.6337,0.6422,0.6967,0.6573,0.0,1.0,0.7027,0.6732,0.6139,0.6853,295
1,3,0,13,1,2,0.6967,0.6769,0.6139,0.6207,0.6967,0.6598,0.6436,0.6379,0.6997,0.6596,0.5644,0.694,296
1,3,0,14,0,1,0.6757,0.6581,0.5093,0.6933,0.6757,0.6494,0.0,1.0,0.6607,0.6188,0.4907,0.6444,297
1,3,0,14,0,2,0.6787,0.6776,0.5185,0.6933,0.6757,0.6506,0.5556,0.6622,0.6787,0.6383,0.5,0.6844,298
1,3,0,14,1,1,0.6757,0.6684,0.5278,0.6889,0.6757,0.6489,0.0,1.0,0.6727,0.6577,0.4815,0.6978,299
1,3,0,14,1,2,0.6787,0.6776,0.5185,0.6933,0.6757,0.6506,0.5556,0.6622,0.6787,0.6383,0.5,0.6844,300
1,3,0,15,0,1,0.7327,0.6479,0.5618,0.6639,0.7327,0.6426,0.5169,0.7049,0.7297,0.6547,0.5618,0.7008,301
1,3,0,15,0,2,0.7297,0.6651,0.5618,0.6844,0.7327,0.6491,0.5169,0.7049,0.7327,0.6709,0.618,0.6803,302
1,3,0,15,1,1,0.7327,0.6456,0.5506,0.6598,0.7327,0.6416,0.4944,0.709,0.7327,0.6571,0.5618,0.7049,303
1,3,0,15,1,2,0.7297,0.6651,0.5618,0.6844,0.7327,0.6491,0.5169,0.7049,0.7327,0.6709,0.618,0.6803,304
1,3,0,16,0,1,0.6847,0.6475,0.5429,0.6623,0.6847,0.6461,0.6381,0.6404,0.6697,0.651,0.5714,0.693,305
1,3,0,16,0,2,0.6787,0.6625,0.5619,0.6667,0.6847,0.6561,0.6476,0.6404,0.6757,0.6237,0.5048,0.6754,306
1,3,0,16,1,1,0.6847,0.6499,0.5429,0.6579,0.6847,0.661,0.0,1.0,0.6697,0.6163,0.5238,0.6447,307
1,3,0,16,1,2,0.6787,0.6625,0.5619,0.6667,0.6847,0.6561,0.6476,0.6404,0.6757,0.6237,0.5048,0.6754,308
1,3,0,17,0,1,0.6667,0.6807,0.5495,0.7207,0.6667,0.6484,0.0,1.0,0.6697,0.7012,0.5676,0.7297,309
1,3,0,17,0,2,0.6727,0.6877,0.5766,0.7117,0.6667,0.6498,0.0,1.0,0.6727,0.676,0.5495,0.7162,310
1,3,0,17,1,1,0.6667,0.6858,0.5495,0.7207,0.6667,0.6564,0.0,1.0,0.6697,0.6737,0.5225,0.7297,311
1,3,0,17,1,2,0.6727,0.6877,0.5766,0.7117,0.6667,0.6498,0.0,1.0,0.6727,0.676,0.5495,0.7162,312
1,3,0,18,0,1,0.6847,0.6869,0.5429,0.6974,0.6847,0.659,0.5619,0.6667,0.6817,0.635,0.4476,0.6886,313
1,3,0,18,0,2,0.6847,0.6819,0.5524,0.7193,0.6847,0.6586,0.5619,0.6667,0.6847,0.6518,0.4762,0.7325,314
1,3,0,18,1,1,0.6847,0.6838,0.5333,0.7061,0.6847,0.6622,0.0,1.0,0.6877,0.659,0.4857,0.7281,315
1,3,0,18,1,2,0.6847,0.6819,0.5524,0.7193,0.6847,0.6586,0.5619,0.6667,0.6847,0.6518,0.4762,0.7325,316
1,3,0,19,0,1,0.6757,0.6564,0.5278,0.6844,0.6757,0.6491,0.0,1.0,0.6667,0.6431,0.6019,0.6622,317
1,3,0,19,0,2,0.6817,0.6624,0.5556,0.6933,0.6757,0.6555,0.5556,0.6978,0.6787,0.6381,0.5185,0.7111,318
1,3,0,19,1,1,0.6757,0.6494,0.5278,0.6978,0.6757,0.6441,0.0,1.0,0.6667,0.6186,0.5556,0.6489,319
1,3,0,19,1,2,0.6817,0.6624,0.5556,0.6933,0.6757,0.6555,0.5556,0.6978,0.6787,0.6381,0.5185,0.7111,320
1,3,0,20,0,1,0.6877,0.639,0.5865,0.6463,0.6877,0.6358,0.0,1.0,0.6787,0.6726,0.5673,0.69,321
1,3,0,20,0,2,0.6937,0.6621,0.6058,0.6507,0.6877,0.648,0.5673,0.655,0.6727,0.6702,0.5288,0.738,322
1,3,0,20,1,1,0.6877,0.6373,0.5865,0.6332,0.6877,0.6022,0.0,1.0,0.6757,0.6664,0.5673,0.7074,323
1,3,0,20,1,2,0.6937,0.6621,0.6058,0.6507,0.6877,0.648,0.5673,0.655,0.6727,0.6702,0.5288,0.738,324
1,3,0,21,0,1,0.6637,0.7037,0.5714,0.6968,0.6637,0.6822,0.0,1.0,0.6637,0.6804,0.5268,0.7149,325
1,3,0,21,0,2,0.6667,0.6993,0.5893,0.7195,0.6637,0.686,0.0,1.0,0.6607,0.677,0.5357,0.7466,326
1,3,0,21,1,1,0.6637,0.7109,0.5536,0.7059,0.6637,0.6875,0.0,1.0,0.6667,0.6827,0.5357,0.7104,327
1,3,0,21,1,2,0.6667,0.6993,0.5893,0.7195,0.6637,0.686,0.0,1.0,0.6607,0.677,0.5357,0.7466,328
1,3,0,22,0,1,0.7117,0.738,0.625,0.7257,0.7117,0.706,0.0,1.0,0.7117,0.7244,0.6875,0.6878,329
1,3,0,22,0,2,0.7117,0.7319,0.6146,0.6962,0.7117,0.7076,0.0521,0.9789,0.6997,0.7225,0.5938,0.7046,330
1,3,0,22,1,1,0.7117,0.7255,0.6146,0.7215,0.7117,0.6827,0.0,1.0,0.7027,0.6913,0.625,0.6709,331
1,3,0,22,1,2,0.7117,0.7319,0.6146,0.6962,0.7117,0.7076,0.0521,0.9789,0.6997,0.7225,0.5938,0.7046,332
1,3,0,23,0,1,0.7057,0.7089,0.6327,0.6894,0.7057,0.6738,0.0,1.0,0.7087,0.7056,0.6224,0.6979,333
